date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:37:59	5097/5097	---M--	200	added ('OK')	text/css	etag:%2213e9-63dfef17c2281%22	https://viiencuentro.humanidadesdigitales.net/wp-content/themes/hello-elementor/assets/css/theme.css?ver=3.4.4	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-content/themes/hello-elementor/assets/css/themeedb1.css	(from https://viiencuentro.humanidadesdigitales.net/)
19:37:59	7182/7182	---M--	200	added ('OK')	text/css	etag:%221c0e-63dfef17c2281%22	https://viiencuentro.humanidadesdigitales.net/wp-content/themes/hello-elementor/assets/css/header-footer.css?ver=3.4.4	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-content/themes/hello-elementor/assets/css/header-footeredb1.css	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:00	8028/8028	---M--	200	added ('OK')	text/css	etag:%221f5c-64264a42ed2c4%22	https://viiencuentro.humanidadesdigitales.net/wp-content/plugins/tablepress/css/build/default.css?ver=3.2.5	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-content/plugins/tablepress/css/build/default2072.css	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:00	21415/21415	---M--	200	added ('OK')	text/css	etag:%2253a7-6469381390b1e%22	https://viiencuentro.humanidadesdigitales.net/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min705c.css	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:00	10255/10255	---M--	200	added ('OK')	text/css	etag:%22280f-646938130ae77%22	https://viiencuentro.humanidadesdigitales.net/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.24.3	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-content/plugins/elementor/assets/css/widget-icon-list.min44b4.css	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:00	5110/5110	---M--	200	added ('OK')	text/css	etag:%2213f6-646938130fc97%22	https://viiencuentro.humanidadesdigitales.net/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.24.0	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-content/plugins/elementor/assets/css/widget-social-icons.min2401.css	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:01	732/732	---M--	200	added ('OK')	text/css	etag:%222dc-646938139593e%22	https://viiencuentro.humanidadesdigitales.net/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands52d5.css	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:01	72184/72184	---M--	200	added ('OK')	text/css	etag:%22119f8-646938139593e%22	https://viiencuentro.humanidadesdigitales.net/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css?ver=5.15.3	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome52d5.css	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:01	727/727	---M--	200	added ('OK')	text/css	etag:%222d7-646938139593e%22	https://viiencuentro.humanidadesdigitales.net/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid52d5.css	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:01	7746/7746	---M--	200	added ('OK')	text/css	etag:%221e42-647531466513a%22	https://viiencuentro.humanidadesdigitales.net/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.min.css?ver=6.5.5	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-content/plugins/essential-addons-for-elementor-lite/assets/front-end/css/view/general.minadc6.css	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:02	107244/107244	---M--	200	added ('OK')	text/css	etag:%221a2ec-636891e9ddbde%22	https://viiencuentro.humanidadesdigitales.net/wp-content/uploads/elementor/google-fonts/css/roboto.css?ver=1748812412	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-content/uploads/elementor/google-fonts/css/robotoe03f.css	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:02	24885/24885	---M--	200	added ('OK')	text/css	etag:%226135-6368920060820%22	https://viiencuentro.humanidadesdigitales.net/wp-content/uploads/elementor/google-fonts/css/robotoslab.css?ver=1748812435	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-content/uploads/elementor/google-fonts/css/robotoslab8768.css	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:02	87553/87553	---M--	200	added ('OK')	text/javascript	etag:%2215601-62e0d8dccc88d%22	https://viiencuentro.humanidadesdigitales.net/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-includes/js/jquery/jquery.minf43b.js	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:02	13577/13577	---M--	200	added ('OK')	text/javascript	etag:%223509-62e0d8dba59c0%22	https://viiencuentro.humanidadesdigitales.net/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:02	15268/15268	---M--	200	added ('OK')	text/javascript	etag:%223ba4-640cf311e7b17%22	https://viiencuentro.humanidadesdigitales.net/wp-content/plugins/sticky-header-effects-for-elementor/assets/js/she-header.js?ver=2.1.3	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-content/plugins/sticky-header-effects-for-elementor/assets/js/she-header4c71.js	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:03	55896/55896	---MC-	200	added ('OK')	application/json	date:Fri,%2002%20Jan%202026%2018:38:05%20GMT	https://viiencuentro.humanidadesdigitales.net/wp-json/wp/v2/pages/33	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-json/wp/v2/pages/33.json	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:04	325940/325940	---MC-	200	added ('OK')	application/json	date:Fri,%2002%20Jan%202026%2018:38:06%20GMT	https://viiencuentro.humanidadesdigitales.net/wp-json/	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-json/index.html	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:04	936/936	---M--	200	added ('OK')	text/xml	date:Fri,%2002%20Jan%202026%2018:38:07%20GMT	https://viiencuentro.humanidadesdigitales.net/xmlrpc.php?rsd	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/xmlrpc0db0.php	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:04	1359/1359	---M--	200	added ('OK')	image/png	etag:%2254f-6346e5acd8f53%22	https://viiencuentro.humanidadesdigitales.net/wp-content/uploads/2025/05/cropped-7moEncuentro-32x32.png	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-content/uploads/2025/05/cropped-7moEncuentro-32x32.png	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:04	4638/4638	---M--	200	added ('OK')	image/png	etag:%22121e-6346e5acd3193%22	https://viiencuentro.humanidadesdigitales.net/wp-content/uploads/2025/05/cropped-7moEncuentro-192x192.png	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-content/uploads/2025/05/cropped-7moEncuentro-192x192.png	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:05	4395/4395	---M--	200	added ('OK')	image/png	etag:%22112b-6346e5acd7013%22	https://viiencuentro.humanidadesdigitales.net/wp-content/uploads/2025/05/cropped-7moEncuentro-180x180.png	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-content/uploads/2025/05/cropped-7moEncuentro-180x180.png	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:05	16115/16115	---M--	200	added ('OK')	image/png	etag:%223ef3-63594c0206e0b%22	https://viiencuentro.humanidadesdigitales.net/wp-content/uploads/2025/05/Ventana1.png	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-content/uploads/2025/05/Ventana1.png	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:05	10703/10703	---M--	200	added ('OK')	image/png	etag:%2229cf-6347b2596e0c8%22	https://viiencuentro.humanidadesdigitales.net/wp-content/uploads/2025/05/Logo-BCO-Color-768x166.png	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-content/uploads/2025/05/Logo-BCO-Color-768x166.png	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:05	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2002%20Jan%202026%2018:38:08%20GMT	https://viiencuentro.humanidadesdigitales.net/libro-resumenes	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/libro-resumenes	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:06	9045/9045	---M--	200	added ('OK')	image/png	etag:%222355-63234ce9d18ef%22	https://viiencuentro.humanidadesdigitales.net/wp-content/uploads/2025/04/arrow-1.png	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-content/uploads/2025/04/arrow-1.png	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:06	357259/357259	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2018:38:08%20GMT	https://viiencuentro.humanidadesdigitales.net/aceptados/	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/aceptados/index.html	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:07	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2002%20Jan%202026%2018:38:09%20GMT	https://viiencuentro.humanidadesdigitales.net/convocatoria	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/convocatoria	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:10	307388/307388	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2018:38:09%20GMT	https://viiencuentro.humanidadesdigitales.net/envio/	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/envio/index.html	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:10	352305/352305	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2018:38:10%20GMT	https://viiencuentro.humanidadesdigitales.net/publicaciones/	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/publicaciones/index.html	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:10	289408/289408	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2018:38:09%20GMT	https://viiencuentro.humanidadesdigitales.net/programa/	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/programa/index.html	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:10	295542/295542	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2018:38:10%20GMT	https://viiencuentro.humanidadesdigitales.net/como-llegar/	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/como-llegar/index.html	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:11	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2002%20Jan%202026%2018:38:13%20GMT	https://viiencuentro.humanidadesdigitales.net/programa	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/programa	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:14	338940/338940	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2018:38:13%20GMT	https://viiencuentro.humanidadesdigitales.net/comites/	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/comites/index.html	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:15	288830/288830	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2018:38:14%20GMT	https://viiencuentro.humanidadesdigitales.net/convocatoria/	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/convocatoria/index.html	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:15	286753/286753	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2018:38:14%20GMT	https://viiencuentro.humanidadesdigitales.net/libro-resumenes/	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/libro-resumenes/index.html	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:15	294016/294016	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2018:38:14%20GMT	https://viiencuentro.humanidadesdigitales.net/contacto/	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/contacto/index.html	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:15	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2002%20Jan%202026%2018:38:18%20GMT	https://viiencuentro.humanidadesdigitales.net/programa	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/programa	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:15	51/51	---M--	302	error ('Found')	text/plain	date:Fri,%2002%20Jan%202026%2018:38:18%20GMT	https://unpkg.com/swiper/swiper-bundle.min.css	C:/My%20Web%20Sites/viiencuentro/unpkg.com/swiper/swiper-bundle.min.35.delayed	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:15	13918/13918	---MCZ	200	added ('OK')	text/css	date:Tue,%2021%20Oct%202025%2015:19:20%20GMT	https://unpkg.com/swiper@12.0.3/swiper-bundle.min.css	C:/My%20Web%20Sites/viiencuentro/unpkg.com/swiper@12.0.3/swiper-bundle.min.css	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:16	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2002%20Jan%202026%2018:38:19%20GMT	https://viiencuentro.humanidadesdigitales.net/patricia-murrieta	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/patricia-murrieta	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:17	308936/308936	---MCZ	200	added ('OK')	text/html	date:Fri,%2002%20Jan%202026%2018:38:19%20GMT	https://viiencuentro.humanidadesdigitales.net/patricia-murrieta/	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/patricia-murrieta/index.html	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:17	2093128/2093128	---M--	200	added ('OK')	image/png	etag:%221ff048-63a7811c8a3c7%22	https://viiencuentro.humanidadesdigitales.net/wp-content/uploads/2025/07/Patricia-Horizontal2.png	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/wp-content/uploads/2025/07/Patricia-Horizontal2.png	(from https://viiencuentro.humanidadesdigitales.net/)
19:38:17	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2002%20Jan%202026%2018:38:20%20GMT	https://viiencuentro.humanidadesdigitales.net/hector-pina	C:/My%20Web%20Sites/viiencuentro/viiencuentro.humanidadesdigitales.net/hector-pina.39.delayed	(from https://viiencuentro.humanidadesdigitales.net/)
